,artist_id,artist_name_kor,birth,death,money,canvas_size_money,auction_date,auction_place,artwork_type,make_year,size_length,size_length_inch,size_width,size_width_inch,canvas_size,half_year,estimate_high,estimate_low
105,6987,김환기,1913,1974,15000000.0,3750000.0,2019-02-20,SEOUL,work on paper,1959,31.0,12.204731,19.0,7.480319000000001,4.0,1,8000000.0,6000000.0
106,6987,김환기,1913,1974,8000000.0,2666666.6666666665,2019-08-21,SEOUL,work on paper,,28.6,11.259848600000002,22.7,8.9370127,3.0,2,25000000.0,10000000.0
107,6987,김환기,1913,1974,7500000.0,3750000.0,2019-10-30,SEOUL,work on paper,,20.0,7.874020000000001,23.0,9.055123,2.0,2,20000000.0,10000000.0
108,6987,김환기,1913,1974,8500000.0,4250000.0,2019-12-17,SEOUL,work on paper,,25.5,10.0393755,18.5,7.283468500000001,2.0,2,25000000.0,10000000.0
109,6987,김환기,1913,1974,13000000.0,1625000.0,2020-04-16,SEOUL,print,,48.0,18.897648,39.0,15.354339000000001,8.0,1,30000000.0,15000000.0
110,6987,김환기,1913,1974,32000000.0,32000000.0,2020-06-16,SEOUL,work on paper,1959,20.0,7.874020000000001,14.0,5.511814,1.0,1,45000000.0,35000000.0
111,6987,김환기,1913,1974,18500000.0,6166666.666666667,2016-03-08,SEOUL,other,1952,26.4,10.3937064,20.2,7.9527602,3.0,1,15000000.0,10000000.0
112,6987,김환기,1913,1974,700000.0,35000.0,2016-04-05,SEOUL,other,,49.5,19.4881995,75.0,29.527575000000002,20.0,1,1500000.0,800000.0
113,6987,김환기,1913,1974,1400000.0,140000.0,2019-12-16,SEOUL,print,,55.0,21.653555,44.0,17.322844,10.0,2,3000000.0,1000000.0
114,6987,김환기,1913,1974,1100000.0,91666.66666666667,2019-12-23,SEOUL,print,2012,60.0,23.62206,47.5,18.7007975,12.0,2,1500000.0,1000000.0
115,6987,김환기,1913,1974,900000.0,75000.0,2019-12-30,SEOUL,print,,60.5,23.8189105,47.5,18.7007975,12.0,2,1500000.0,1000000.0
116,6987,김환기,1913,1974,800000.0,80000.0,2020-01-06,SEOUL,print,2012,58.0,22.834658,46.5,18.3070965,10.0,1,1500000.0,1000000.0
117,6987,김환기,1913,1974,500000.0,33333.333333333336,2015-12-21,SEOUL,other,,39.5,15.551189500000001,66.5,26.1811165,15.0,2,1700000.0,700000.0
118,6987,김환기,1913,1974,600000.0,30000.0,2015-12-21,SEOUL,other,1992,47.5,18.7007975,73.0,28.740173000000002,20.0,2,1400000.0,1000000.0
119,6987,김환기,1913,1974,500000.0,20000.0,2015-12-21,SEOUL,other,,80.0,31.496080000000003,60.0,23.62206,25.0,2,1500000.0,1000000.0
120,6987,김환기,1913,1974,700000.0,58333.333333333336,2015-12-21,SEOUL,other,,42.5,16.7322925,61.0,24.015761,12.0,2,1800000.0,1000000.0
121,6987,김환기,1913,1974,900000.0,75000.0,2020-03-23,SEOUL,print,,60.5,23.8189105,47.5,18.7007975,12.0,1,1500000.0,1000000.0
122,6987,김환기,1913,1974,700000.0,35000.0,2016-08-23,SEOUL,other,,47.0,18.503947,71.0,27.952771000000002,20.0,2,1600000.0,1000000.0
123,6987,김환기,1913,1974,1100000.0,44000.0,2020-07-20,SEOUL,print,2014,79.0,31.102379000000003,56.5,22.2441065,25.0,2,2500000.0,1500000.0
124,6987,김환기,1913,1974,400000.0,40000.0,2016-11-01,SEOUL,other,,39.5,15.551189500000001,57.0,22.440957,10.0,2,500000.0,300000.0
125,6987,김환기,1913,1974,460000.0,76666.66666666667,2016-11-08,SEOUL,other,,31.0,12.204731,38.5,15.157488500000001,6.0,2,200000.0,100000.0
126,6987,김환기,1913,1974,4400000.0,29333.333333333332,2021-08-09,SEOUL,other,,60.0,23.62206,240.0,94.48824,150.0,2,6000000.0,3000000.0
127,6987,김환기,1913,1974,0.0,0.0,2021-08-30,SEOUL,other,2017,120.0,47.24412,88.0,34.645688,50.0,2,6000000.0,3000000.0
128,6987,김환기,1913,1974,600000.0,40000.0,2016-11-22,SEOUL,other,,43.0,16.929143,67.0,26.377967,15.0,2,1500000.0,1000000.0
129,6987,김환기,1913,1974,700000.0,28000.0,2015-12-28,SEOUL,other,,86.0,33.858286,61.0,24.015761,25.0,2,1600000.0,1000000.0
130,6987,김환기,1913,1974,800000.0,53333.333333333336,2015-12-28,SEOUL,other,,43.0,16.929143,67.0,26.377967,15.0,2,1500000.0,1000000.0
131,6987,김환기,1913,1974,950000.0,38000.0,2016-12-06,SEOUL,other,,80.5,31.692930500000003,59.5,23.4252095,25.0,2,800000.0,500000.0
132,6987,김환기,1913,1974,500000.0,50000.0,2016-12-27,SEOUL,other,,58.0,22.834658,46.5,18.3070965,10.0,2,1400000.0,700000.0
133,6987,김환기,1913,1974,600000.0,30000.0,2017-01-03,SEOUL,other,1992,47.5,18.7007975,73.0,28.740173000000002,20.0,1,2000000.0,1000000.0
134,6987,김환기,1913,1974,1400000.0,116666.66666666667,2017-01-31,SEOUL,other,,63.0,24.803163,45.0,17.716545,12.0,1,1400000.0,700000.0
135,6987,김환기,1913,1974,15200000.0,7600000.0,2017-02-14,SEOUL,other,,23.0,9.055123,20.0,7.874020000000001,2.0,1,15000000.0,10000000.0
136,6987,김환기,1913,1974,650000.0,54166.666666666664,2017-02-21,SEOUL,other,,63.0,24.803163,45.0,17.716545,12.0,1,1400000.0,700000.0
137,6987,김환기,1913,1974,1200000.0,48000.0,2017-04-11,SEOUL,other,,80.0,31.496080000000003,57.0,22.440957,25.0,1,1600000.0,1000000.0
138,6987,김환기,1913,1974,750000.0,30000.0,2017-04-18,SEOUL,other,,77.5,30.511827500000003,61.0,24.015761,25.0,1,1600000.0,1000000.0
139,6987,김환기,1913,1974,1000000.0,40000.0,2017-04-25,SEOUL,other,,80.0,31.496080000000003,57.0,22.440957,25.0,1,1600000.0,1000000.0
140,6987,김환기,1913,1974,600000.0,50000.0,2017-04-25,SEOUL,other,,63.0,24.803163,45.0,17.716545,12.0,1,1400000.0,700000.0
141,6987,김환기,1913,1974,700000.0,28000.0,2017-05-09,SEOUL,other,,77.5,30.511827500000003,61.0,24.015761,25.0,1,1600000.0,1000000.0
142,6987,김환기,1913,1974,1050000.0,42000.0,2017-05-16,SEOUL,other,,80.0,31.496080000000003,57.0,22.440957,25.0,1,1600000.0,1000000.0
143,6987,김환기,1913,1974,440000.0,44000.0,2017-05-16,SEOUL,other,,58.0,22.834658,46.5,18.3070965,10.0,1,1400000.0,700000.0
144,6987,김환기,1913,1974,1300000.0,52000.0,2017-05-23,SEOUL,other,,80.0,31.496080000000003,59.0,23.228359,25.0,1,2000000.0,1200000.0
145,6987,김환기,1913,1974,600000.0,50000.0,2017-05-23,SEOUL,other,,63.0,24.803163,45.0,17.716545,12.0,1,1400000.0,700000.0
146,6987,김환기,1913,1974,1200000.0,48000.0,2017-05-30,SEOUL,other,,80.0,31.496080000000003,59.0,23.228359,25.0,1,1500000.0,1200000.0
147,6987,김환기,1913,1974,700000.0,28000.0,2017-06-06,SEOUL,other,,77.5,30.511827500000003,61.0,24.015761,25.0,1,1500000.0,1200000.0
148,6987,김환기,1913,1974,10000000.0,3333333.3333333335,2017-06-13,SEOUL,other,,28.6,11.259848600000002,22.7,8.9370127,3.0,1,30000000.0,13000000.0
149,6987,김환기,1913,1974,750000.0,30000.0,2017-06-13,SEOUL,other,,77.5,30.511827500000003,61.0,24.015761,25.0,1,1500000.0,1200000.0
150,6987,김환기,1913,1974,550000.0,36666.666666666664,2016-01-19,SEOUL,other,,64.5,25.3937145,44.5,17.5196945,15.0,1,1400000.0,1000000.0
151,6987,김환기,1913,1974,800000.0,66666.66666666667,2017-07-04,SEOUL,other,,62.0,24.409462,46.0,18.110246,12.0,2,1200000.0,800000.0
152,6987,김환기,1913,1974,1550000.0,129166.66666666667,2017-07-04,SEOUL,other,,61.0,24.015761,48.0,18.897648,12.0,2,1200000.0,800000.0
153,6987,김환기,1913,1974,700000.0,28000.0,2017-07-11,SEOUL,other,,80.0,31.496080000000003,59.0,23.228359,25.0,2,1500000.0,1200000.0
154,6987,김환기,1913,1974,1250000.0,50000.0,2017-07-11,SEOUL,other,,80.0,31.496080000000003,57.0,22.440957,25.0,2,1500000.0,1200000.0
155,6987,김환기,1913,1974,1550000.0,62000.0,2017-07-18,SEOUL,other,,80.0,31.496080000000003,57.0,22.440957,25.0,2,1600000.0,1000000.0
156,6987,김환기,1913,1974,700000.0,28000.0,2017-07-25,SEOUL,other,,80.0,31.496080000000003,60.5,23.8189105,25.0,2,1500000.0,1200000.0
157,6987,김환기,1913,1974,900000.0,36000.0,2017-08-01,SEOUL,other,,80.0,31.496080000000003,57.0,22.440957,25.0,2,1500000.0,1200000.0
158,6987,김환기,1913,1974,14800000.0,1480000.0,2017-08-01,SEOUL,other,1957,56.0,22.047256,39.0,15.354339000000001,10.0,2,6000000.0,3000000.0
159,6987,김환기,1913,1974,700000.0,28000.0,2017-08-08,SEOUL,other,,80.0,31.496080000000003,59.0,23.228359,25.0,2,1500000.0,1200000.0
160,6987,김환기,1913,1974,850000.0,34000.0,2017-08-15,SEOUL,other,,80.0,31.496080000000003,60.5,23.8189105,25.0,2,1500000.0,1200000.0
